hidden_layers,n_layers,total_units,learning_rate,alpha,batch_size,n_iterations,val_mae,val_rmse,test_mae,test_rmse
"(64, 32, 16)",3,112,0.0041,0.0002,6,15,0.31916434170617963,0.43493254196201814,0.30737648721560273,0.4125138302251391
"(64, 32, 16)",3,112,0.0041,0.0002,7,15,0.31777459769699595,0.4320831857478927,0.3012123663896778,0.40828917679541826
"(64, 32, 16)",3,112,0.0041,0.0002,8,15,0.32670423492708117,0.441297180509837,0.3144329583104135,0.40801033315607305
"(64, 32, 16)",3,112,0.0041,0.0002,9,15,0.32909989523548083,0.439830533014164,0.31208170769657967,0.41574088174099244
"(64, 32, 16)",3,112,0.0041,0.0002,10,15,0.32262752522751437,0.4336280092432842,0.3099372779556415,0.40716835774592075
"(64, 32, 16)",3,112,0.0041,0.0003,6,15,0.32132834994128634,0.43867957076891717,0.3004924037580459,0.4076114175231903
"(64, 32, 16)",3,112,0.0041,0.0003,7,15,0.3209832418115939,0.43831957134347355,0.31053342753635654,0.4133432851019253
"(64, 32, 16)",3,112,0.0041,0.0003,8,15,0.3282294691401563,0.4375304133471471,0.3148856989640992,0.40758697001784533
"(64, 32, 16)",3,112,0.0041,0.0003,9,15,0.32410486060586535,0.4357162082442452,0.3103381924307014,0.41365199264336566
"(64, 32, 16)",3,112,0.0041,0.0003,10,15,0.32129693174178714,0.43134038807346164,0.30665914604504774,0.40322863693753924
"(64, 32, 16)",3,112,0.0041,0.0004,6,15,0.3200253718236029,0.4314092491225737,0.2947762515942854,0.4040357577241517
"(64, 32, 16)",3,112,0.0041,0.0004,7,15,0.322124341714951,0.4271536443215046,0.3106197056907796,0.4085099574588215
"(64, 32, 16)",3,112,0.0041,0.0004,8,15,0.32321089624209665,0.4378200615745458,0.29620715023243793,0.4020406664599052
"(64, 32, 16)",3,112,0.0041,0.0004,9,15,0.3297039047220328,0.4385595543732494,0.31053560300831257,0.41322112152003176
"(64, 32, 16)",3,112,0.0041,0.0004,10,15,0.3290920739055924,0.42770554799766486,0.3156210701560578,0.40299904068513936
"(64, 32, 16)",3,112,0.0041,0.0005,6,15,0.3228271413506157,0.436921624427619,0.3026658394237898,0.40575189359747066
"(64, 32, 16)",3,112,0.0041,0.0005,7,15,0.31886406848319243,0.43900806578332807,0.3099369302839715,0.4102175736205107
"(64, 32, 16)",3,112,0.0041,0.0005,8,15,0.32042738132416476,0.42993313081557366,0.3071294643592616,0.40843854737767477
"(64, 32, 16)",3,112,0.0041,0.0005,9,15,0.32411769467776624,0.4415612939880386,0.30796775834284856,0.4117952331930193
"(64, 32, 16)",3,112,0.0041,0.0005,10,14,0.34014398997974843,0.44077329798128745,0.33785147182446984,0.4148145461865703
"(64, 32, 16)",3,112,0.0041,0.0006,6,15,0.32389026746072636,0.42894800426072494,0.3072633473852793,0.4091957845201479
"(64, 32, 16)",3,112,0.0041,0.0006,7,15,0.3211272971606358,0.4338364213658534,0.304990766224134,0.4049784735567745
"(64, 32, 16)",3,112,0.0041,0.0006,8,15,0.32816500981576924,0.44188572797037823,0.3104264866952617,0.40934506981050217
"(64, 32, 16)",3,112,0.0041,0.0006,9,15,0.3256163985910877,0.43475515447944296,0.31132434940621123,0.4131669780456985
"(64, 32, 16)",3,112,0.0041,0.0006,10,15,0.3230790118101986,0.43355119146269816,0.3072756864699107,0.40705546534019277
"(64, 32, 16)",3,112,0.0041,0.0007,6,15,0.3231978354362518,0.43726477755249427,0.30891155121158137,0.41508586498472116
"(64, 32, 16)",3,112,0.0041,0.0007,7,15,0.32002248286852725,0.43880220647440316,0.2970146645748851,0.40504288526715687
"(64, 32, 16)",3,112,0.0041,0.0007,8,15,0.32608928565615575,0.4384292030788669,0.3063633232382722,0.41100746972759034
"(64, 32, 16)",3,112,0.0041,0.0007,9,15,0.3248158529338941,0.43705388512923227,0.3054292490693699,0.4084695282626117
"(64, 32, 16)",3,112,0.0041,0.0007,10,15,0.33603221793190574,0.4293867383074569,0.31438749987792053,0.40435692666906464
"(64, 32, 16)",3,112,0.0041,0.0008,6,15,0.32815257344074134,0.43437779257425047,0.3088040262013893,0.4084820436019319
"(64, 32, 16)",3,112,0.0041,0.0008,7,15,0.31986368544413535,0.4316264620694499,0.3009831049797133,0.40174652251613735
"(64, 32, 16)",3,112,0.0041,0.0008,8,15,0.3347165343089323,0.4391868146680698,0.306605545517442,0.40533284976918577
"(64, 32, 16)",3,112,0.0041,0.0008,9,15,0.3238023243928513,0.4387743447098826,0.30424782600054734,0.4104688251880208
"(64, 32, 16)",3,112,0.0041,0.0008,10,15,0.3300841259469937,0.43219514983241775,0.3113262768335592,0.4118616707178113
"(64, 32, 16)",3,112,0.0041,0.0009,6,15,0.32067619202644937,0.4390669053452931,0.3007001587292357,0.4087057892795034
"(64, 32, 16)",3,112,0.0041,0.0009,7,15,0.3273486695977337,0.44083086343111105,0.30677676806706433,0.4034431500283521
"(64, 32, 16)",3,112,0.0041,0.0009,8,15,0.32601287527690176,0.4450767536513316,0.30682266686801607,0.4113992560215859
"(64, 32, 16)",3,112,0.0041,0.0009,9,15,0.3196313679504252,0.4342290875571604,0.3120261876043324,0.4171661300126321
"(64, 32, 16)",3,112,0.0041,0.0009,10,15,0.33412243300669214,0.438052665013304,0.3035577503120055,0.4000974816693066
"(64, 32, 16)",3,112,0.0042,0.0001,6,15,0.32259568252738346,0.4322552511470659,0.3049046485167218,0.40670904438071254
"(64, 32, 16)",3,112,0.0042,0.0001,7,15,0.316298037500949,0.43127794335530556,0.306456992947659,0.41767012516007085
"(64, 32, 16)",3,112,0.0042,0.0001,8,15,0.32367661038627193,0.4339522460376343,0.30342518887949005,0.40199182401884015
"(64, 32, 16)",3,112,0.0042,0.0001,9,15,0.3217520712298795,0.43535379766761984,0.309532872451055,0.4139453011204869
"(64, 32, 16)",3,112,0.0042,0.0001,10,15,0.3215981430172978,0.43397398949048627,0.3085212931243717,0.4104667216182492
"(64, 32, 16)",3,112,0.0042,0.0002,6,14,0.3236460678373189,0.42507565329860475,0.30508940222288344,0.3840821366986618
"(64, 32, 16)",3,112,0.0042,0.0002,7,15,0.323789252717937,0.42940741946382427,0.3018381400966788,0.40626899858398746
"(64, 32, 16)",3,112,0.0042,0.0002,8,15,0.3233927477861549,0.43989600284419167,0.3118492864377244,0.40840157771380853
"(64, 32, 16)",3,112,0.0042,0.0002,9,15,0.32968405184668065,0.4417984632827496,0.3061618378983162,0.4066889536963966
"(64, 32, 16)",3,112,0.0042,0.0002,10,15,0.31619182395948514,0.4346000663858651,0.30364418761275774,0.40615281212174975
"(64, 32, 16)",3,112,0.0042,0.0003,6,15,0.31996701068445277,0.4393356718764072,0.2923349444544549,0.3985809504175275
"(64, 32, 16)",3,112,0.0042,0.0003,7,15,0.325168259109554,0.43537261286080514,0.30030936049937235,0.40085358518473596
"(64, 32, 16)",3,112,0.0042,0.0003,8,15,0.3292845948546968,0.43805615535246206,0.30840994388595183,0.40648313277578146
"(64, 32, 16)",3,112,0.0042,0.0003,9,15,0.3429048788673757,0.43548716453670827,0.3098561576317472,0.4091506414555479
"(64, 32, 16)",3,112,0.0042,0.0003,10,15,0.3218815361811479,0.43384809519996137,0.30966298074682563,0.40955750366681154
"(64, 32, 16)",3,112,0.0042,0.0004,6,15,0.32330866760976396,0.4279774526284455,0.29027972738789404,0.3956228290821059
"(64, 32, 16)",3,112,0.0042,0.0004,7,12,0.3585785848589295,0.4388964255274051,0.3455576266647819,0.41509247611107225
"(64, 32, 16)",3,112,0.0042,0.0004,8,15,0.3235478765377983,0.4367809399833586,0.3119954685948565,0.40645400574106877
"(64, 32, 16)",3,112,0.0042,0.0004,9,15,0.32336842197281984,0.44095794471093414,0.29962483263237255,0.4043522902258482
"(64, 32, 16)",3,112,0.0042,0.0004,10,15,0.3181834729599342,0.4360232506570308,0.3084152685131437,0.4083539575059449
"(64, 32, 16)",3,112,0.0042,0.0005,6,14,0.3325264817210348,0.43616626931527136,0.3316932941870037,0.4117317060749322
"(64, 32, 16)",3,112,0.0042,0.0005,7,15,0.32668706334855147,0.4292041053191169,0.3028152970939397,0.40264902296548766
"(64, 32, 16)",3,112,0.0042,0.0005,8,15,0.32187146219869955,0.4289534175632706,0.31077435130469105,0.40491827729217345
"(64, 32, 16)",3,112,0.0042,0.0005,9,15,0.32400260890660315,0.44023399360236426,0.30554091730409616,0.4133109492125575
"(64, 32, 16)",3,112,0.0042,0.0005,10,15,0.32611898409680234,0.438132111455641,0.3079985882665899,0.4044558501454966
"(64, 32, 16)",3,112,0.0042,0.0006,6,15,0.3368634531463521,0.42735835967809577,0.3194401663260995,0.4094104016879195
"(64, 32, 16)",3,112,0.0042,0.0006,7,15,0.3159463345340806,0.42856471144104225,0.30178629672953866,0.4040383030306065
"(64, 32, 16)",3,112,0.0042,0.0006,8,15,0.32027429397500856,0.4293987348228901,0.3051740848800919,0.40457793064560993
"(64, 32, 16)",3,112,0.0042,0.0006,9,15,0.3164125384331751,0.4369652943068808,0.29973034742357235,0.4070538071888686
"(64, 32, 16)",3,112,0.0042,0.0006,10,15,0.34782030729184343,0.43882407610262014,0.3242406530114254,0.41336967137912584
"(64, 32, 16)",3,112,0.0042,0.0007,6,15,0.3334916445476401,0.42818281377946293,0.31103228778399694,0.40806563236025917
"(64, 32, 16)",3,112,0.0042,0.0007,7,16,0.32689249281511573,0.43686168696670014,0.32057939538718133,0.41564092037969286
"(64, 32, 16)",3,112,0.0042,0.0007,8,15,0.32240980553670584,0.43432726812193073,0.3071693745865085,0.408411876510469
"(64, 32, 16)",3,112,0.0042,0.0007,9,15,0.3238050711363997,0.4371556777239551,0.3008205228537469,0.40404843256161693
"(64, 32, 16)",3,112,0.0042,0.0007,10,15,0.3325287683344187,0.4397544248577239,0.31171563739260477,0.4181876584337069
"(64, 32, 16)",3,112,0.0042,0.0008,6,15,0.3343841419843082,0.42632835550363724,0.32065579866270916,0.4116725404716918
"(64, 32, 16)",3,112,0.0042,0.0008,7,15,0.3209185969429199,0.4344602477802188,0.3005365290235681,0.40304567412669545
"(64, 32, 16)",3,112,0.0042,0.0008,8,15,0.3214432103292335,0.4402333587365498,0.3010807130205759,0.4042444040311977
"(64, 32, 16)",3,112,0.0042,0.0008,9,15,0.3245141901527821,0.433956822393454,0.31365672546427475,0.41260533043712855
"(64, 32, 16)",3,112,0.0042,0.0008,10,14,0.36137994568015785,0.4506420176608288,0.347524511111285,0.41620600694826154
"(64, 32, 16)",3,112,0.0042,0.0009,6,15,0.3264916454141556,0.42912216606198406,0.30247140355512914,0.3992634761945713
"(64, 32, 16)",3,112,0.0042,0.0009,7,15,0.3174847059372563,0.4311935058394689,0.29977129097190974,0.4072320431485304
"(64, 32, 16)",3,112,0.0042,0.0009,8,15,0.3167165187550852,0.4360236426684789,0.30176034253553524,0.40570865844846976
"(64, 32, 16)",3,112,0.0042,0.0009,9,15,0.32206123168401923,0.4336575674311178,0.29542577830371647,0.3983284380848527
"(64, 32, 16)",3,112,0.0042,0.0009,10,14,0.36978738405607775,0.45271316767713093,0.3579650593395343,0.4259505240071354
"(64, 32, 16)",3,112,0.0043,0.0001,6,15,0.32464846419078414,0.4380087278332435,0.306874345475759,0.41000129505408556
"(64, 32, 16)",3,112,0.0043,0.0001,7,15,0.315634532120451,0.4244838424418485,0.3024635752830706,0.41030650730089696
"(64, 32, 16)",3,112,0.0043,0.0001,8,15,0.3217824682159092,0.4350205417384519,0.3129989895736937,0.4164550842439203
"(64, 32, 16)",3,112,0.0043,0.0001,9,15,0.3281126496292955,0.4378361958435911,0.30731544218568674,0.4037057489714766
"(64, 32, 16)",3,112,0.0043,0.0001,10,15,0.3170083875138715,0.4326358993375642,0.3075240244085417,0.41914605780627495
"(64, 32, 16)",3,112,0.0043,0.0002,6,14,0.3318937841148192,0.4347046621157603,0.3198624535086494,0.4035749173083902
"(64, 32, 16)",3,112,0.0043,0.0002,7,15,0.31172861698921955,0.4303912254017656,0.2957630003312995,0.4073765260019562
"(64, 32, 16)",3,112,0.0043,0.0002,8,15,0.3232046777784588,0.4394523109928386,0.3059460232366149,0.40253212110410885
"(64, 32, 16)",3,112,0.0043,0.0002,9,15,0.3294572276422523,0.4362629298779151,0.2981985391466868,0.40417011807624914
"(64, 32, 16)",3,112,0.0043,0.0002,10,15,0.3189457334914587,0.4384729135398906,0.3095699386150142,0.41247769030734294
"(64, 32, 16)",3,112,0.0043,0.0003,6,15,0.32320232919134373,0.4274070283744856,0.3080186708587343,0.40354505324475465
"(64, 32, 16)",3,112,0.0043,0.0003,7,15,0.31729402768467757,0.430547069809811,0.29390805677546844,0.4039028708017184
"(64, 32, 16)",3,112,0.0043,0.0003,8,15,0.3195320760211326,0.43684926751054776,0.29597420261968194,0.40190504170703034
"(64, 32, 16)",3,112,0.0043,0.0003,9,15,0.3235416635490688,0.4373746053605068,0.3065820721602333,0.4048965586900546
"(64, 32, 16)",3,112,0.0043,0.0003,10,15,0.3174745028122263,0.4351722238599922,0.3053678277100126,0.41440512736125396
"(64, 32, 16)",3,112,0.0043,0.0004,6,15,0.3229345435482868,0.43201055672111294,0.30483727414651635,0.40566816722654386
"(64, 32, 16)",3,112,0.0043,0.0004,7,15,0.3178384027973873,0.42223728583170655,0.3059583634132432,0.41141093093772757
"(64, 32, 16)",3,112,0.0043,0.0004,8,12,0.3704699026568275,0.43644761743461585,0.35195480858485545,0.4095906499284654
"(64, 32, 16)",3,112,0.0043,0.0004,9,15,0.3303293341481293,0.43501895073516084,0.3130725210612709,0.41439982943297626
"(64, 32, 16)",3,112,0.0043,0.0004,10,15,0.3254411297470395,0.437045293800766,0.3132430953601962,0.40998243978048426
"(64, 32, 16)",3,112,0.0043,0.0005,6,14,0.33383630465371555,0.4367446812588808,0.33721284752805114,0.41543378538321285
"(64, 32, 16)",3,112,0.0043,0.0005,7,15,0.3120133361030619,0.43010310481462305,0.2980615824911336,0.403774884185692
"(64, 32, 16)",3,112,0.0043,0.0005,8,15,0.32549212792974025,0.4422512221549258,0.3123138597471092,0.40910214139835227
"(64, 32, 16)",3,112,0.0043,0.0005,9,15,0.3307879092065207,0.4359189806064287,0.29362599442556575,0.40029567050374615
"(64, 32, 16)",3,112,0.0043,0.0005,10,15,0.315370052345602,0.4303998460630497,0.3087100416372176,0.41499555923517534
"(64, 32, 16)",3,112,0.0043,0.0006,6,13,0.3484918135508409,0.43760502853019734,0.3372561350895026,0.41041529658436443
"(64, 32, 16)",3,112,0.0043,0.0006,7,15,0.31813364305676356,0.42652468313757974,0.2967530802881027,0.40201952541659663
"(64, 32, 16)",3,112,0.0043,0.0006,8,12,0.36545208839374266,0.43873432269791035,0.3483710936555596,0.41070475818530106
"(64, 32, 16)",3,112,0.0043,0.0006,9,15,0.3318987492041984,0.43357413686765967,0.3130093765986879,0.4096071615624288
"(64, 32, 16)",3,112,0.0043,0.0006,10,15,0.3248007347728521,0.43635610118514684,0.31502098363545045,0.4198120934402665
"(64, 32, 16)",3,112,0.0043,0.0007,6,15,0.3260466637539717,0.4268801065824114,0.31037622041420065,0.4060885209112146
"(64, 32, 16)",3,112,0.0043,0.0007,7,15,0.31560105805854005,0.42969699698444874,0.30189090235402644,0.4189818046699559
"(64, 32, 16)",3,112,0.0043,0.0007,8,15,0.3174195402903174,0.4341883474485233,0.2975788799278398,0.4037774450980848
"(64, 32, 16)",3,112,0.0043,0.0007,9,15,0.32769676282115695,0.4348250784021809,0.3010463670749849,0.4016954642536404
"(64, 32, 16)",3,112,0.0043,0.0007,10,15,0.32234839118082204,0.4410999464003809,0.3124099137570183,0.4195852433565225
"(64, 32, 16)",3,112,0.0043,0.0008,6,15,0.32507705188037733,0.42680775603233234,0.31320396332837663,0.4071833392391557
"(64, 32, 16)",3,112,0.0043,0.0008,7,15,0.3165727400611789,0.42368165239773303,0.3019858674125068,0.40955427192646116
"(64, 32, 16)",3,112,0.0043,0.0008,8,15,0.3178394201999335,0.43984929455750404,0.303893318927973,0.40482345711851936
"(64, 32, 16)",3,112,0.0043,0.0008,9,15,0.3296339429334259,0.4343895955520776,0.29409059196798343,0.3971429101328386
"(64, 32, 16)",3,112,0.0043,0.0008,10,15,0.32265567135584516,0.4437009474155664,0.29582727387167135,0.4023885562378234
"(64, 32, 16)",3,112,0.0043,0.0009,6,15,0.3247118921167249,0.4284280093563856,0.3012863871878883,0.39961545524229924
"(64, 32, 16)",3,112,0.0043,0.0009,7,14,0.3254198340716358,0.4342704059548411,0.32524699147666536,0.4074571159644323
"(64, 32, 16)",3,112,0.0043,0.0009,8,15,0.32881278302464745,0.43510060898239666,0.3038529812757676,0.40850477489755954
"(64, 32, 16)",3,112,0.0043,0.0009,9,15,0.32946295525578556,0.43098624289093196,0.30698974081726693,0.4111240195028853
"(64, 32, 16)",3,112,0.0043,0.0009,10,15,0.31566783687027755,0.4381338387196103,0.30570247133475353,0.41652891315447255
"(64, 32, 16)",3,112,0.0044,0.0001,6,15,0.3110000503791933,0.4233276570814532,0.2964607553500631,0.40026066333691374
"(64, 32, 16)",3,112,0.0044,0.0001,7,15,0.317254440433349,0.4352648502707235,0.2925711525073192,0.4097872933031506
"(64, 32, 16)",3,112,0.0044,0.0001,8,12,0.36436151689496793,0.43737120883048614,0.34974584582074014,0.4127268860590237
"(64, 32, 16)",3,112,0.0044,0.0001,9,15,0.3313065972661201,0.436343848965552,0.3040821063726084,0.4101935208067414
"(64, 32, 16)",3,112,0.0044,0.0001,10,15,0.3115414406301161,0.43531494523158826,0.30125345500710593,0.411333864932336
"(64, 32, 16)",3,112,0.0044,0.0002,6,15,0.3234002211636661,0.42968537977703114,0.3150587633398389,0.4129154678127519
"(64, 32, 16)",3,112,0.0044,0.0002,7,15,0.314393067730973,0.4360226524309923,0.2915750291587466,0.407817610689557
"(64, 32, 16)",3,112,0.0044,0.0002,8,15,0.3213310832574528,0.43961216879415566,0.3116965965010387,0.4095124098113388
"(64, 32, 16)",3,112,0.0044,0.0002,9,15,0.34434923010849616,0.4357482724245721,0.3116152306779427,0.40663774335410324
"(64, 32, 16)",3,112,0.0044,0.0002,10,15,0.32085374051479554,0.437830884057328,0.302051154062334,0.40397209652678057
"(64, 32, 16)",3,112,0.0044,0.0003,6,15,0.32737157066380046,0.43521353166521254,0.2982512548074906,0.3929760694680546
"(64, 32, 16)",3,112,0.0044,0.0003,7,15,0.325632692958818,0.43981230245774344,0.30028695615856377,0.40568960852879205
"(64, 32, 16)",3,112,0.0044,0.0003,8,15,0.3221083394254655,0.4313254414274136,0.30102675187515077,0.3967722685656853
"(64, 32, 16)",3,112,0.0044,0.0003,9,15,0.328973445887354,0.4373002151194131,0.31291041403563846,0.4183688331249023
"(64, 32, 16)",3,112,0.0044,0.0003,10,15,0.321340830713008,0.43934111174345564,0.30150633137696276,0.39981321316462265
"(64, 32, 16)",3,112,0.0044,0.0004,6,15,0.3074606536691819,0.4250296605623407,0.30557832385181344,0.4083336482236761
"(64, 32, 16)",3,112,0.0044,0.0004,7,15,0.31709241272994,0.4339230320666241,0.3024120061300183,0.4093887148089957
"(64, 32, 16)",3,112,0.0044,0.0004,8,15,0.31769927621357313,0.43907268282449596,0.30612690115281627,0.4082678473816166
"(64, 32, 16)",3,112,0.0044,0.0004,9,15,0.3395770381528378,0.4437798232085942,0.3030808656098227,0.4041594592930609
"(64, 32, 16)",3,112,0.0044,0.0004,10,15,0.3159766971281376,0.4397567832598147,0.2974844413857933,0.40895725428827295
"(64, 32, 16)",3,112,0.0044,0.0005,6,15,0.32632194005489673,0.4302471689940115,0.30622950717919384,0.40179391794005903
"(64, 32, 16)",3,112,0.0044,0.0005,7,15,0.31917160562247787,0.43762982991394456,0.2994892305562158,0.4072170745568017
"(64, 32, 16)",3,112,0.0044,0.0005,8,15,0.31425942129384876,0.437670164236322,0.29676082646563723,0.396044816508037
"(64, 32, 16)",3,112,0.0044,0.0005,9,15,0.325367022392182,0.43441439107136226,0.3062547713487121,0.40251003744506475
"(64, 32, 16)",3,112,0.0044,0.0005,10,15,0.3322849819713829,0.4349438424947077,0.3057703386597199,0.4140684034536005
"(64, 32, 16)",3,112,0.0044,0.0006,6,15,0.3213776762350494,0.43070671031645386,0.3092350693877268,0.40455039411671245
"(64, 32, 16)",3,112,0.0044,0.0006,7,15,0.33038819775952344,0.43361604954561916,0.29755067766148086,0.3964275470282722
"(64, 32, 16)",3,112,0.0044,0.0006,8,15,0.3154062960138798,0.43687512732752326,0.2990715151306688,0.4064095097618877
"(64, 32, 16)",3,112,0.0044,0.0006,9,15,0.330884732127455,0.4438608926347867,0.29513275690754937,0.404449399410712
"(64, 32, 16)",3,112,0.0044,0.0006,10,15,0.31820387574051623,0.43729300972393753,0.29698073675773895,0.4105383842036224
"(64, 32, 16)",3,112,0.0044,0.0007,6,13,0.3697235173275819,0.43509836792216633,0.35269015229163925,0.41183149570083843
"(64, 32, 16)",3,112,0.0044,0.0007,7,15,0.3187878605107359,0.43040367668490453,0.2882878946633547,0.391530676646261
"(64, 32, 16)",3,112,0.0044,0.0007,8,15,0.3221351588630172,0.4409003544169139,0.302137530595038,0.40546648866514057
"(64, 32, 16)",3,112,0.0044,0.0007,9,15,0.3314662211383565,0.43378194784714075,0.29963915827834364,0.4009371617176378
"(64, 32, 16)",3,112,0.0044,0.0007,10,15,0.33542066308705054,0.43703615679960717,0.3045193882449286,0.40507101165460996
"(64, 32, 16)",3,112,0.0044,0.0008,6,15,0.3223720321109074,0.4251786443448013,0.3026522135747577,0.3959243020277436
"(64, 32, 16)",3,112,0.0044,0.0008,7,15,0.3135879298772385,0.4311839328356681,0.2935770478534063,0.4016768225560517
"(64, 32, 16)",3,112,0.0044,0.0008,8,15,0.32031775018333564,0.432685931410306,0.30382494947085953,0.40388973180181326
"(64, 32, 16)",3,112,0.0044,0.0008,9,15,0.32901766911262587,0.4315053378679963,0.30908093738503156,0.41161343534492456
"(64, 32, 16)",3,112,0.0044,0.0008,10,15,0.3313621610309094,0.43722000993890436,0.2959428737059497,0.4003014204354298
"(64, 32, 16)",3,112,0.0044,0.0009,6,15,0.329500216859644,0.43158395221961016,0.3203253663020652,0.4148703630457642
"(64, 32, 16)",3,112,0.0044,0.0009,7,15,0.3179700259226235,0.43295101194638763,0.2986706788037771,0.4079263556444762
"(64, 32, 16)",3,112,0.0044,0.0009,8,15,0.31947689083516045,0.4342136279130919,0.2992656780977743,0.39486107520569114
"(64, 32, 16)",3,112,0.0044,0.0009,9,15,0.3201782388560463,0.43581211138862264,0.30064018735404185,0.4041220205121484
"(64, 32, 16)",3,112,0.0044,0.0009,10,15,0.32177256991535896,0.43883506173772036,0.3007469582803922,0.4088452631980675
"(64, 32, 16)",3,112,0.0045,0.0001,6,13,0.3497888753118302,0.43388742962159654,0.3380397963126501,0.4114244040299396
"(64, 32, 16)",3,112,0.0045,0.0001,7,15,0.319074848915812,0.42684789857912303,0.3020128541052584,0.40370034238239516
"(64, 32, 16)",3,112,0.0045,0.0001,8,15,0.3225601567228993,0.4355520540428392,0.3099092923322345,0.40379589732358284
"(64, 32, 16)",3,112,0.0045,0.0001,9,15,0.32287081272157037,0.4345480950226253,0.3046614454922722,0.40774903599745843
"(64, 32, 16)",3,112,0.0045,0.0001,10,15,0.31845272243258466,0.43953099798337614,0.30185996183563607,0.4151414120827392
"(64, 32, 16)",3,112,0.0045,0.0002,6,13,0.35868536909349324,0.4391312294702461,0.3374100853845391,0.4069536522769718
"(64, 32, 16)",3,112,0.0045,0.0002,7,15,0.31216441682198387,0.43191371487537034,0.2926136261616214,0.4001439952149743
"(64, 32, 16)",3,112,0.0045,0.0002,8,15,0.31734093662858953,0.4363145261522903,0.300383097161367,0.40423895386169634
"(64, 32, 16)",3,112,0.0045,0.0002,9,15,0.330709115576391,0.44257108159807323,0.3009194565222516,0.40723276809636166
"(64, 32, 16)",3,112,0.0045,0.0002,10,15,0.32234385029680834,0.434423566420373,0.30196455712458004,0.4034570615428451
"(64, 32, 16)",3,112,0.0045,0.0003,6,13,0.3597237100315578,0.43706312764086624,0.3368983164565351,0.4043149853061956
"(64, 32, 16)",3,112,0.0045,0.0003,7,12,0.37202230636609246,0.4312559867568613,0.3568631784326461,0.40986827127273107
"(64, 32, 16)",3,112,0.0045,0.0003,8,15,0.321286802737536,0.43308579459592184,0.3046990447172082,0.4069964331374404
"(64, 32, 16)",3,112,0.0045,0.0003,9,15,0.3234148274839334,0.43816887711771585,0.3044651071836743,0.4113219563180369
"(64, 32, 16)",3,112,0.0045,0.0003,10,15,0.32573648843898306,0.43225488530506906,0.30845059764236554,0.4037803077039802
"(64, 32, 16)",3,112,0.0045,0.0004,6,15,0.3177673969205349,0.4273921966796289,0.3054828191365011,0.4085334266725899
"(64, 32, 16)",3,112,0.0045,0.0004,7,15,0.3273204929610585,0.4450429822235737,0.3030468022843464,0.4076787780665432
"(64, 32, 16)",3,112,0.0045,0.0004,8,15,0.32438512689915255,0.43937934423804476,0.3035438985940059,0.40757487682670107
"(64, 32, 16)",3,112,0.0045,0.0004,9,15,0.3145729077553955,0.43419077486653695,0.294760604200148,0.4046496552960136
"(64, 32, 16)",3,112,0.0045,0.0004,10,15,0.3226649297959905,0.436690667349194,0.3054782157412966,0.4086973814284638
"(64, 32, 16)",3,112,0.0045,0.0005,6,15,0.32526624190704,0.4334548306756012,0.3136199964469027,0.41877900177047134
"(64, 32, 16)",3,112,0.0045,0.0005,7,15,0.32356261102220163,0.43618734927061537,0.3044939214855452,0.40386012191840326
"(64, 32, 16)",3,112,0.0045,0.0005,8,14,0.3450598954288207,0.4381645601630426,0.3343468280155846,0.404673057418472
"(64, 32, 16)",3,112,0.0045,0.0005,9,15,0.3358725418910484,0.4349225934212766,0.3021979868926988,0.4052184118796928
"(64, 32, 16)",3,112,0.0045,0.0005,10,15,0.3122742083878985,0.43081062718863883,0.30134231376199094,0.4091067481866585
"(64, 32, 16)",3,112,0.0045,0.0006,6,17,0.3202021319062759,0.42944941928211566,0.31318434817209656,0.41683321317458016
"(64, 32, 16)",3,112,0.0045,0.0006,7,14,0.32980816033962496,0.44000080301200634,0.32579181771616317,0.4070091087023346
"(64, 32, 16)",3,112,0.0045,0.0006,8,15,0.31690597090990447,0.43374941762705793,0.3025250204519502,0.4069429349350401
"(64, 32, 16)",3,112,0.0045,0.0006,9,15,0.3190425648405534,0.43102359246213917,0.29965299937342504,0.4101042026189256
"(64, 32, 16)",3,112,0.0045,0.0006,10,15,0.31998148444082486,0.43736434797131757,0.2977454461782735,0.4052900870522423
"(64, 32, 16)",3,112,0.0045,0.0007,6,15,0.3339950228407478,0.43360690892796805,0.31254086178338286,0.40873884143441486
"(64, 32, 16)",3,112,0.0045,0.0007,7,15,0.32257566251676933,0.44366414895730466,0.30904828730532186,0.4133094117419703
"(64, 32, 16)",3,112,0.0045,0.0007,8,15,0.3212172658089517,0.4388795187007739,0.30130629401956327,0.40066793157426284
"(64, 32, 16)",3,112,0.0045,0.0007,9,15,0.3349089816887048,0.43568374758899625,0.3085362305476382,0.4130881212753473
"(64, 32, 16)",3,112,0.0045,0.0007,10,15,0.3220261789841247,0.43462691459625946,0.2961796054807466,0.3980178098433246
"(64, 32, 16)",3,112,0.0045,0.0008,6,15,0.31565978344250756,0.42376161930689454,0.3045026099784902,0.4031727837975161
"(64, 32, 16)",3,112,0.0045,0.0008,7,15,0.32057870944497335,0.43779147617931424,0.29698966096299195,0.39983389087880233
"(64, 32, 16)",3,112,0.0045,0.0008,8,15,0.3179689683703314,0.4425969725548862,0.3008972904524514,0.409954429731315
"(64, 32, 16)",3,112,0.0045,0.0008,9,15,0.3229928891703645,0.4343189513300099,0.3030827231531004,0.41082737947316705
"(64, 32, 16)",3,112,0.0045,0.0008,10,15,0.319013780395694,0.43623322290576133,0.299450395104779,0.4018481540833294
